0	-69.9294
0.01	-69.8591
0.02	-69.7891
0.03	-69.7195
0.04	-69.6502
0.05	-69.5812
0.06	-69.5126
0.07	-69.4443
0.08	-69.3763
0.09	-69.3086
0.1	-69.2413
0.11	-69.1742
0.12	-69.1075
0.13	-69.0411
0.14	-68.975
0.15	-68.9093
0.16	-68.8438
0.17	-68.7787
0.18	-68.7138
0.19	-68.6493
0.2	-68.585
0.21	-68.5211
0.22	-68.4575
0.23	-68.3941
0.24	-68.3311
0.25	-68.2683
0.26	-68.2059
0.27	-68.1437
0.28	-68.0818
0.29	-68.0202
0.3	-67.9589
0.31	-67.8979
0.32	-67.8372
0.33	-67.7767
0.34	-67.7165
0.35	-67.6566
0.36	-67.597
0.37	-67.5377
0.38	-67.4786
0.39	-67.4198
0.4	-67.3613
0.41	-67.303
0.42	-67.245
0.43	-67.1873
0.44	-67.1298
0.45	-67.0726
0.46	-67.0156
0.47	-66.9589
0.48	-66.9025
0.49	-66.8463
0.5	-66.7904
0.51	-66.7347
0.52	-66.6793
0.53	-66.6241
0.54	-66.5692
0.55	-66.5145
0.56	-66.4601
0.57	-66.4059
0.58	-66.3519
0.59	-66.2982
0.6	-66.2448
0.61	-66.1915
0.62	-66.1385
0.63	-66.0858
0.64	-66.0333
0.65	-65.981
0.66	-65.9289
0.67	-65.8771
0.68	-65.8255
0.69	-65.7741
0.7	-65.7229
0.71	-65.672
0.72	-65.6213
0.73	-65.5708
0.74	-65.5205
0.75	-65.4705
0.76	-65.4206
0.77	-65.371
0.78	-65.3216
0.79	-65.2724
0.8	-65.2234
0.81	-65.1747
0.82	-65.1261
0.83	-65.0777
0.84	-65.0296
0.85	-64.9817
0.86	-64.9339
0.87	-64.8864
0.88	-64.839
0.89	-64.7919
0.9	-64.745
0.91	-64.6982
0.92	-64.6517
0.93	-64.6053
0.94	-64.5592
0.95	-64.5132
0.96	-64.4674
0.97	-64.4218
0.98	-64.3764
0.99	-64.3312
1	-64.2862
1.01	-64.2414
1.02	-64.1967
1.03	-64.1522
1.04	-64.1079
1.05	-64.0638
1.06	-64.0199
1.07	-63.9761
1.08	-63.9326
1.09	-63.8892
1.1	-63.8459
1.11	-63.8029
1.12	-63.76
1.13	-63.7173
1.14	-63.6747
1.15	-63.6323
1.16	-63.5901
1.17	-63.5481
1.18	-63.5062
1.19	-63.4645
1.2	-63.423
1.21	-63.3816
1.22	-63.3403
1.23	-63.2993
1.24	-63.2584
1.25	-63.2176
1.26	-63.177
1.27	-63.1366
1.28	-63.0963
1.29	-63.0562
1.3	-63.0162
1.31	-62.9764
1.32	-62.9367
1.33	-62.8972
1.34	-62.8578
1.35	-62.8186
1.36	-62.7795
1.37	-62.7405
1.38	-62.7017
1.39	-62.6631
1.4	-62.6246
1.41	-62.5862
1.42	-62.548
1.43	-62.5099
1.44	-62.4719
1.45	-62.4341
1.46	-62.3964
1.47	-62.3589
1.48	-62.3215
1.49	-62.2842
1.5	-62.2471
1.51	-62.2101
1.52	-62.1732
1.53	-62.1364
1.54	-62.0998
1.55	-62.0633
1.56	-62.0269
1.57	-61.9907
1.58	-61.9546
1.59	-61.9186
1.6	-61.8827
1.61	-61.847
1.62	-61.8113
1.63	-61.7758
1.64	-61.7404
1.65	-61.7052
1.66	-61.67
1.67	-61.635
1.68	-61.6001
1.69	-61.5653
1.7	-61.5306
1.71	-61.496
1.72	-61.4615
1.73	-61.4272
1.74	-61.393
1.75	-61.3588
1.76	-61.3248
1.77	-61.2909
1.78	-61.2571
1.79	-61.2234
1.8	-61.1898
1.81	-61.1563
1.82	-61.1229
1.83	-61.0897
1.84	-61.0565
1.85	-61.0234
1.86	-60.9904
1.87	-60.9576
1.88	-60.9248
1.89	-60.8921
1.9	-60.8596
1.91	-60.8271
1.92	-60.7947
1.93	-60.7624
1.94	-60.7302
1.95	-60.6981
1.96	-60.6661
1.97	-60.6342
1.98	-60.6024
1.99	-60.5706
2	-60.539
2.01	-60.5075
2.02	-60.476
2.03	-60.4446
2.04	-60.4133
2.05	-60.3821
2.06	-60.351
2.07	-60.32
2.08	-60.289
2.09	-60.2582
2.1	-60.2274
2.11	-60.1967
2.12	-60.1661
2.13	-60.1355
2.14	-60.1051
2.15	-60.0747
2.16	-60.0444
2.17	-60.0142
2.18	-59.984
2.19	-59.954
2.2	-59.924
2.21	-59.8941
2.22	-59.8642
2.23	-59.8344
2.24	-59.8048
2.25	-59.7751
2.26	-59.7456
2.27	-59.7161
2.28	-59.6867
2.29	-59.6573
2.3	-59.6281
2.31	-59.5989
2.32	-59.5697
2.33	-59.5406
2.34	-59.5116
2.35	-59.4827
2.36	-59.4538
2.37	-59.425
2.38	-59.3963
2.39	-59.3676
2.4	-59.3389
2.41	-59.3104
2.42	-59.2819
2.43	-59.2534
2.44	-59.2251
2.45	-59.1967
2.46	-59.1685
2.47	-59.1403
2.48	-59.1121
2.49	-59.084
2.5	-59.056
2.51	-59.028
2.52	-59.0001
2.53	-58.9722
2.54	-58.9444
2.55	-58.9166
2.56	-58.8889
2.57	-58.8612
2.58	-58.8336
2.59	-58.806
2.6	-58.7785
2.61	-58.751
2.62	-58.7236
2.63	-58.6962
2.64	-58.6689
2.65	-58.6416
2.66	-58.6144
2.67	-58.5872
2.68	-58.56
2.69	-58.5329
2.7	-58.5059
2.71	-58.4788
2.72	-58.4519
2.73	-58.4249
2.74	-58.398
2.75	-58.3712
2.76	-58.3443
2.77	-58.3176
2.78	-58.2908
2.79	-58.2641
2.8	-58.2375
2.81	-58.2108
2.82	-58.1842
2.83	-58.1577
2.84	-58.1311
2.85	-58.1047
2.86	-58.0782
2.87	-58.0518
2.88	-58.0254
2.89	-57.999
2.9	-57.9727
2.91	-57.9464
2.92	-57.9201
2.93	-57.8939
2.94	-57.8676
2.95	-57.8415
2.96	-57.8153
2.97	-57.7892
2.98	-57.763
2.99	-57.737
3	-57.7109
3.01	-57.6849
3.02	-57.6589
3.03	-57.6329
3.04	-57.6069
3.05	-57.5809
3.06	-57.555
3.07	-57.5291
3.08	-57.5032
3.09	-57.4774
3.1	-57.4515
3.11	-57.4257
3.12	-57.3999
3.13	-57.3741
3.14	-57.3483
3.15	-57.3225
3.16	-57.2967
3.17	-57.271
3.18	-57.2453
3.19	-57.2196
3.2	-57.1939
3.21	-57.1682
3.22	-57.1425
3.23	-57.1168
3.24	-57.0912
3.25	-57.0655
3.26	-57.0399
3.27	-57.0142
3.28	-56.9886
3.29	-56.963
3.3	-56.9373
3.31	-56.9117
3.32	-56.8861
3.33	-56.8605
3.34	-56.8349
3.35	-56.8093
3.36	-56.7837
3.37	-56.7581
3.38	-56.7325
3.39	-56.7068
3.4	-56.6812
3.41	-56.6556
3.42	-56.63
3.43	-56.6044
3.44	-56.5788
3.45	-56.5531
3.46	-56.5275
3.47	-56.5019
3.48	-56.4762
3.49	-56.4506
3.5	-56.4249
3.51	-56.3992
3.52	-56.3735
3.53	-56.3478
3.54	-56.3221
3.55	-56.2964
3.56	-56.2707
3.57	-56.2449
3.58	-56.2191
3.59	-56.1934
3.6	-56.1676
3.61	-56.1418
3.62	-56.1159
3.63	-56.0901
3.64	-56.0642
3.65	-56.0383
3.66	-56.0124
3.67	-55.9864
3.68	-55.9605
3.69	-55.9345
3.7	-55.9085
3.71	-55.8824
3.72	-55.8564
3.73	-55.8303
3.74	-55.8041
3.75	-55.778
3.76	-55.7518
3.77	-55.7256
3.78	-55.6993
3.79	-55.673
3.8	-55.6467
3.81	-55.6204
3.82	-55.594
3.83	-55.5676
3.84	-55.5411
3.85	-55.5146
3.86	-55.488
3.87	-55.4615
3.88	-55.4348
3.89	-55.4081
3.9	-55.3814
3.91	-55.3547
3.92	-55.3278
3.93	-55.301
3.94	-55.2741
3.95	-55.2471
3.96	-55.2201
3.97	-55.193
3.98	-55.1659
3.99	-55.1387
4	-55.1115
4.01	-55.0842
4.02	-55.0569
4.03	-55.0295
4.04	-55.002
4.05	-54.9745
4.06	-54.9469
4.07	-54.9192
4.08	-54.8915
4.09	-54.8637
4.1	-54.8358
4.11	-54.8079
4.12	-54.7799
4.13	-54.7518
4.14	-54.7236
4.15	-54.6954
4.16	-54.6671
4.17	-54.6387
4.18	-54.6102
4.19	-54.5817
4.2	-54.553
4.21	-54.5243
4.22	-54.4955
4.23	-54.4666
4.24	-54.4376
4.25	-54.4085
4.26	-54.3793
4.27	-54.35
4.28	-54.3206
4.29	-54.2912
4.3	-54.2616
4.31	-54.2319
4.32	-54.2021
4.33	-54.1722
4.34	-54.1422
4.35	-54.112
4.36	-54.0818
4.37	-54.0514
4.38	-54.021
4.39	-53.9904
4.4	-53.9596
4.41	-53.9288
4.42	-53.8978
4.43	-53.8667
4.44	-53.8355
4.45	-53.8041
4.46	-53.7726
4.47	-53.7409
4.48	-53.7091
4.49	-53.6772
4.5	-53.6451
4.51	-53.6128
4.52	-53.5804
4.53	-53.5479
4.54	-53.5151
4.55	-53.4823
4.56	-53.4492
4.57	-53.416
4.58	-53.3826
4.59	-53.349
4.6	-53.3153
4.61	-53.2813
4.62	-53.2472
4.63	-53.2129
4.64	-53.1784
4.65	-53.1436
4.66	-53.1087
4.67	-53.0736
4.68	-53.0383
4.69	-53.0027
4.7	-52.967
4.71	-52.931
4.72	-52.8948
4.73	-52.8583
4.74	-52.8216
4.75	-52.7847
4.76	-52.7475
4.77	-52.71
4.78	-52.6724
4.79	-52.6344
4.8	-52.5962
4.81	-52.5577
4.82	-52.5189
4.83	-52.4798
4.84	-52.4404
4.85	-52.4008
4.86	-52.3608
4.87	-52.3205
4.88	-52.2799
4.89	-52.2389
4.9	-52.1977
4.91	-52.1561
4.92	-52.1141
4.93	-52.0718
4.94	-52.0291
4.95	-51.986
4.96	-51.9426
4.97	-51.8987
4.98	-51.8545
4.99	-51.8098
5	-51.7647
5.01	-51.7192
5.02	-51.6732
5.03	-51.6268
5.04	-51.5799
5.05	-51.5326
5.06	-51.4847
5.07	-51.4363
