0	-69.982
0.01	-69.9639
0.02	-69.9459
0.03	-69.9279
0.04	-69.91
0.05	-69.892
0.06	-69.8741
0.07	-69.8561
0.08	-69.8382
0.09	-69.8203
0.1	-69.8025
0.11	-69.7846
0.12	-69.7668
0.13	-69.749
0.14	-69.7312
0.15	-69.7134
0.16	-69.6956
0.17	-69.6779
0.18	-69.6601
0.19	-69.6424
0.2	-69.6247
0.21	-69.607
0.22	-69.5894
0.23	-69.5717
0.24	-69.5541
0.25	-69.5365
0.26	-69.5189
0.27	-69.5013
0.28	-69.4837
0.29	-69.4662
0.3	-69.4486
0.31	-69.4311
0.32	-69.4136
0.33	-69.3961
0.34	-69.3787
0.35	-69.3612
0.36	-69.3438
0.37	-69.3264
0.38	-69.309
0.39	-69.2916
0.4	-69.2742
0.41	-69.2569
0.42	-69.2395
0.43	-69.2222
0.44	-69.2049
0.45	-69.1876
0.46	-69.1704
0.47	-69.1531
0.48	-69.1359
0.49	-69.1186
0.5	-69.1014
0.51	-69.0842
0.52	-69.0671
0.53	-69.0499
0.54	-69.0328
0.55	-69.0157
0.56	-68.9985
0.57	-68.9815
0.58	-68.9644
0.59	-68.9473
0.6	-68.9303
0.61	-68.9132
0.62	-68.8962
0.63	-68.8792
0.64	-68.8622
0.65	-68.8453
0.66	-68.8283
0.67	-68.8114
0.68	-68.7945
0.69	-68.7776
0.7	-68.7607
0.71	-68.7438
0.72	-68.727
0.73	-68.7101
0.74	-68.6933
0.75	-68.6765
0.76	-68.6597
0.77	-68.6429
0.78	-68.6261
0.79	-68.6094
0.8	-68.5927
0.81	-68.576
0.82	-68.5592
0.83	-68.5426
0.84	-68.5259
0.85	-68.5092
0.86	-68.4926
0.87	-68.476
0.88	-68.4594
0.89	-68.4428
0.9	-68.4262
0.91	-68.4096
0.92	-68.3931
0.93	-68.3765
0.94	-68.36
0.95	-68.3435
0.96	-68.327
0.97	-68.3105
0.98	-68.2941
0.99	-68.2776
1	-68.2612
1.01	-68.2448
1.02	-68.2284
1.03	-68.212
1.04	-68.1956
1.05	-68.1793
1.06	-68.1629
1.07	-68.1466
1.08	-68.1303
1.09	-68.114
1.1	-68.0977
1.11	-68.0814
1.12	-68.0651
1.13	-68.0489
1.14	-68.0327
1.15	-68.0165
1.16	-68.0003
1.17	-67.9841
1.18	-67.9679
1.19	-67.9517
1.2	-67.9356
1.21	-67.9195
1.22	-67.9034
1.23	-67.8873
1.24	-67.8712
1.25	-67.8551
1.26	-67.839
1.27	-67.823
1.28	-67.807
1.29	-67.7909
1.3	-67.7749
1.31	-67.759
1.32	-67.743
1.33	-67.727
1.34	-67.7111
1.35	-67.6951
1.36	-67.6792
1.37	-67.6633
1.38	-67.6474
1.39	-67.6315
1.4	-67.6157
1.41	-67.5998
1.42	-67.584
1.43	-67.5681
1.44	-67.5523
1.45	-67.5365
1.46	-67.5207
1.47	-67.505
1.48	-67.4892
1.49	-67.4735
1.5	-67.4577
1.51	-67.442
1.52	-67.4263
1.53	-67.4106
1.54	-67.3949
1.55	-67.3793
1.56	-67.3636
1.57	-67.348
1.58	-67.3323
1.59	-67.3167
1.6	-67.3011
1.61	-67.2855
1.62	-67.2699
1.63	-67.2544
1.64	-67.2388
1.65	-67.2233
1.66	-67.2077
1.67	-67.1922
1.68	-67.1767
1.69	-67.1612
1.7	-67.1458
1.71	-67.1303
1.72	-67.1148
1.73	-67.0994
1.74	-67.084
1.75	-67.0686
1.76	-67.0532
1.77	-67.0378
1.78	-67.0224
1.79	-67.007
1.8	-66.9917
1.81	-66.9763
1.82	-66.961
1.83	-66.9457
1.84	-66.9303
1.85	-66.9151
1.86	-66.8998
1.87	-66.8845
1.88	-66.8692
1.89	-66.854
1.9	-66.8387
1.91	-66.8235
1.92	-66.8083
1.93	-66.7931
1.94	-66.7779
1.95	-66.7627
1.96	-66.7476
1.97	-66.7324
1.98	-66.7173
